signal_id,spot_at_5d,spot_at_10d,spot_at_20d,spot_at_40d,spot_at_primary_date,max_high_to_primary,max_low_to_primary,hit_primary,hit_range_low,hit_range_high,direction_correct,days_to_primary_hit,max_drawdown_pct,final_status,resolved_date,last_updated
trackb_cont_AAON_20260603,,,,,,150.179993,141.130005,,,,,,-3.9867,pending,,2026-06-03T17:56:31+00:00
trackb_cont_AAPL_20260603,,,,,,316.940002,308.850006,,,,,,-0.8507,pending,,2026-06-03T17:55:44+00:00
trackb_cont_AAT_20260603,,,,,,23.518999,23.195,,,,,,-0.3223,pending,,2026-06-03T17:56:35+00:00
trackb_cont_ABAT_20260603,,,,,,3.85,3.64,,,,,,-1.3577,pending,,2026-06-03T17:56:04+00:00
trackb_cont_ABBV_20260603,,,,,,219.539993,213.725006,,,,,,-2.248,pending,,2026-06-03T17:57:41+00:00
trackb_cont_ACMR_20260603,,,,,,93.5,86.629997,,,,,,-2.843,pending,,2026-06-03T17:56:11+00:00
trackb_cont_ACVA_20260603,,,,,,6.2,5.875,,,,,,-1.011,pending,,2026-06-03T17:57:59+00:00
trackb_cont_ADI_20260603,,,,,,437.179993,418.220001,,,,,,-3.0147,pending,,2026-06-03T17:57:32+00:00
trackb_cont_ADM_20260603,,,,,,85.370003,82.470001,,,,,,-2.7878,pending,,2026-06-03T17:56:56+00:00
trackb_cont_ADP_20260603,,,,,,229.925003,225.0,,,,,,-0.3234,pending,,2026-06-03T17:56:45+00:00
trackb_cont_ADTN_20260603,,,,,,18.299999,17.174999,,,,,,-0.7799,pending,,2026-06-03T17:58:09+00:00
trackb_cont_AEHR_20260603,,,,,,121.800003,111.199997,,,,,,-3.2455,pending,,2026-06-03T17:55:53+00:00
trackb_cont_AFRM_20260603,,,,,,70.650002,64.900002,,,,,,-1.1349,pending,,2026-06-03T17:58:02+00:00
trackb_cont_AGL_20260603,,,,,,86.599998,80.0,,,,,,-5.482,pending,,2026-06-03T17:56:43+00:00
trackb_cont_AHRT_20260603,,,,,,6.72,6.585,,,,,,-0.2288,pending,,2026-06-03T17:57:34+00:00
trackb_cont_AIV_20260603,,,,,,4.29,4.245,,,,,,-0.7018,pending,,2026-06-03T17:57:38+00:00
trackb_cont_AKAM_20260603,,,,,,164.800003,155.630005,,,,,,-4.0742,pending,,2026-06-03T17:56:29+00:00
trackb_cont_ALAB_20260603,,,,,,367.799988,337.0,,,,,,-5.0035,pending,,2026-06-03T17:55:45+00:00
trackb_cont_ALGT_20260603,,,,,,86.230003,84.0,,,,,,-0.8966,pending,,2026-06-03T17:57:50+00:00
trackb_cont_ALM_20260603,,,,,,21.0,20.050301,,,,,,-2.1698,pending,,2026-06-03T17:58:01+00:00
trackb_cont_ALNT_20260603,,,,,,87.389999,83.720001,,,,,,-1.9328,pending,,2026-06-03T17:56:09+00:00
trackb_cont_ALOY_20260603,,,,,,12.95,10.38,,,,,,-0.6898,pending,,2026-06-03T17:56:55+00:00
trackb_cont_AMAT_20260603,,,,,,508.259888,487.420013,,,,,,-2.1245,pending,,2026-06-03T17:55:45+00:00
trackb_cont_AMC_20260603,,,,,,2.0058,1.84,,,,,,-1.8667,pending,,2026-06-03T17:57:04+00:00
trackb_cont_AMD_20260603,,,,,,544.039978,524.30011,,,,,,-1.3361,pending,,2026-06-03T17:55:54+00:00
trackb_cont_AMKR_20260603,,,,,,79.5,73.790001,,,,,,-2.9972,pending,,2026-06-03T17:57:54+00:00
trackb_cont_AMN_20260603,,,,,,30.145,28.934999,,,,,,-1.9153,pending,,2026-06-03T17:56:49+00:00
trackb_cont_AMPX_20260603,,,,,,23.4,21.719999,,,,,,-2.7753,pending,,2026-06-03T17:56:54+00:00
trackb_cont_AMRZ_20260603,,,,,,54.314999,53.299999,,,,,,-1.3967,pending,,2026-06-03T17:56:51+00:00
trackb_cont_AMR_20260603,,,,,,219.160004,207.639999,,,,,,-3.4367,pending,,2026-06-03T17:56:23+00:00
trackb_cont_AMT_20260603,,,,,,188.585007,184.490005,,,,,,-0.9875,pending,,2026-06-03T17:56:59+00:00
trackb_cont_ANET_20260603,,,,,,177.300003,168.710007,,,,,,-3.5612,pending,,2026-06-03T17:56:05+00:00
trackb_cont_APH_20260603,,,,,,151.919998,146.089996,,,,,,-2.2679,pending,,2026-06-03T17:56:33+00:00
trackb_cont_APLD_20260603,,,,,,48.654999,45.299999,,,,,,-1.7567,pending,,2026-06-03T17:57:21+00:00
trackb_cont_APLE_20260603,,,,,,15.225,14.825,,,,,,-1.9186,pending,,2026-06-03T17:56:19+00:00
trackb_cont_APP_20260603,,,,,,599.641785,565.169983,,,,,,-1.3949,pending,,2026-06-03T17:56:31+00:00
trackb_cont_AP_20260603,,,,,,11.7925,11.25,,,,,,-3.3505,pending,,2026-06-03T17:57:11+00:00
trackb_cont_ARCB_20260603,,,,,,142.759995,138.990005,,,,,,-1.2575,pending,,2026-06-03T17:55:52+00:00
trackb_cont_AREC_20260603,,,,,,2.75,2.485,,,,,,-2.7397,pending,,2026-06-03T17:56:29+00:00
trackb_cont_ARES_20260603,,,,,,123.510002,120.0,,,,,,-1.5587,pending,,2026-06-03T17:57:58+00:00
trackb_cont_ARE_20260603,,,,,,52.599998,51.435001,,,,,,-1.6351,pending,,2026-06-03T17:56:08+00:00
trackb_cont_ARI_20260603,,,,,,10.99,10.895,,,,,,-0.3202,pending,,2026-06-03T17:58:00+00:00
trackb_cont_ARMK_20260603,,,,,,54.07,53.209999,,,,,,-0.7276,pending,,2026-06-03T17:55:58+00:00
trackb_cont_ARQ_20260603,,,,,,2.73,2.61,,,,,,-1.6949,pending,,2026-06-03T17:57:31+00:00
trackb_cont_ARRY_20260603,,,,,,9.14,8.73,,,,,,-1.7445,pending,,2026-06-03T17:57:05+00:00
trackb_cont_ARR_20260603,,,,,,17.254999,17.030001,,,,,,-0.2927,pending,,2026-06-03T17:57:16+00:00
trackb_cont_ARW_20260603,,,,,,233.300003,225.199997,,,,,,-2.4263,pending,,2026-06-03T17:56:17+00:00
trackb_cont_ASH_20260603,,,,,,57.974998,56.84,,,,,,-0.6033,pending,,2026-06-03T17:57:00+00:00
trackb_cont_ASPI_20260603,,,,,,8.18,7.565,,,,,,-2.2509,pending,,2026-06-03T17:56:12+00:00
trackb_cont_ASPN_20260603,,,,,,6.29,5.7934,,,,,,-1.3889,pending,,2026-06-03T17:57:11+00:00
trackb_cont_ASTI_20260603,,,,,,9.3999,7.17,,,,,,-9.2405,pending,,2026-06-03T17:57:07+00:00
trackb_cont_ASTS_20260603,,,,,,114.199799,106.290001,,,,,,-2.4415,pending,,2026-06-03T17:57:39+00:00
trackb_cont_ATEX_20260603,,,,,,68.309998,65.430099,,,,,,-0.1448,pending,,2026-06-03T17:55:51+00:00
trackb_cont_ATI_20260603,,,,,,180.574997,174.949997,,,,,,-2.1396,pending,,2026-06-03T17:56:53+00:00
trackb_cont_AVAV_20260603,,,,,,201.509995,189.130005,,,,,,-1.6075,pending,,2026-06-03T17:57:37+00:00
trackb_cont_AVGO_20260603,,,,,,495.0,472.640015,,,,,,-2.5846,pending,,2026-06-03T17:56:28+00:00
trackb_cont_AVTR_20260603,,,,,,9.135,8.83,,,,,,-0.451,pending,,2026-06-03T17:57:27+00:00
trackb_cont_AVT_20260603,,,,,,94.099998,91.220001,,,,,,-2.1874,pending,,2026-06-03T17:57:04+00:00
trackb_cont_AWR_20260603,,,,,,77.639999,76.760002,,,,,,-0.5828,pending,,2026-06-03T17:57:25+00:00
trackb_cont_AXON_20260603,,,,,,485.359985,465.26001,,,,,,-2.8827,pending,,2026-06-03T17:55:53+00:00
trackb_cont_AXTA_20260603,,,,,,31.370001,30.59,,,,,,-2.1433,pending,,2026-06-03T17:57:52+00:00
trackb_cont_AYI_20260603,,,,,,311.910004,305.850006,,,,,,-1.618,pending,,2026-06-03T17:56:16+00:00
trackb_cont_AZTA_20260603,,,,,,24.219999,23.045,,,,,,-3.7586,pending,,2026-06-03T17:57:30+00:00
trackb_cont_A_20260603,,,,,,138.970001,133.699997,,,,,,-3.6014,pending,,2026-06-03T17:56:57+00:00
trackb_cont_BAH_20260603,,,,,,79.599998,77.709999,,,,,,-0.7028,pending,,2026-06-03T17:57:57+00:00
trackb_cont_BBAI_20260603,,,,,,5.0,4.69,,,,,,-1.9382,pending,,2026-06-03T17:57:30+00:00
trackb_cont_BBBY_20260603,,,,,,6.34,6.005,,,,,,-0.3319,pending,,2026-06-03T17:56:41+00:00
trackb_cont_BBGI_20260603,,,,,,21.398701,18.26,,,,,,-4.1973,pending,,2026-06-03T17:57:18+00:00
trackb_cont_BBSI_20260603,,,,,,32.959999,32.244999,,,,,,-0.4015,pending,,2026-06-03T17:56:49+00:00
trackb_cont_BBY_20260603,,,,,,72.779999,70.610001,,,,,,-0.8565,pending,,2026-06-03T17:57:42+00:00
trackb_cont_BCAR_20260603,,,,,,11.17,10.95,,,,,,-0.4093,pending,,2026-06-03T17:56:50+00:00
trackb_cont_BCHT_20260603,,,,,,2.25,1.9,,,,,,-6.5053,pending,,2026-06-03T17:58:00+00:00
trackb_cont_BDN_20260603,,,,,,3.1487,3.05,,,,,,-0.1637,pending,,2026-06-03T17:57:02+00:00
trackb_cont_BEPC_20260603,,,,,,40.540001,39.0,,,,,,-3.2736,pending,,2026-06-03T17:57:14+00:00
trackb_cont_BE_20260603,,,,,,298.5,282.910095,,,,,,-2.3421,pending,,2026-06-03T17:57:48+00:00
trackb_cont_BFH_20260603,,,,,,90.675003,88.800003,,,,,,-0.4596,pending,,2026-06-03T17:56:53+00:00
trackb_cont_BG_20260603,,,,,,134.865005,129.850006,,,,,,-3.0825,pending,,2026-06-03T17:57:56+00:00
trackb_cont_BHE_20260603,,,,,,89.260002,87.000099,,,,,,-1.5056,pending,,2026-06-03T17:56:50+00:00
trackb_cont_BIO_20260603,,,,,,306.589996,297.890015,,,,,,-1.9098,pending,,2026-06-03T17:57:10+00:00
trackb_cont_BIPC_20260603,,,,,,41.740002,40.610001,,,,,,-0.9029,pending,,2026-06-03T17:57:21+00:00
trackb_cont_BNY_20260603,,,,,,141.169998,138.600006,,,,,,-0.9363,pending,,2026-06-03T17:57:24+00:00
trackb_cont_BOC_20260603,,,,,,13.6,13.06,,,,,,-1.5825,pending,,2026-06-03T17:56:04+00:00
trackb_cont_BOOT_20260603,,,,,,170.759995,166.949997,,,,,,-1.3035,pending,,2026-06-03T17:56:34+00:00
trackb_cont_BRC_20260603,,,,,,88.410004,86.949997,,,,,,-0.759,pending,,2026-06-03T17:56:48+00:00
trackb_cont_BRKR_20260603,,,,,,61.18,56.560001,,,,,,-3.1175,pending,,2026-06-03T17:56:21+00:00
trackb_cont_BROS_20260603,,,,,,57.009998,54.959999,,,,,,-1.1422,pending,,2026-06-03T17:57:10+00:00
trackb_cont_BTOC_20260603,,,,,,0.3478,0.3283,,,,,,-4.2578,pending,,2026-06-03T17:57:53+00:00
trackb_cont_BTSG_20260603,,,,,,60.970001,59.52,,,,,,-1.6198,pending,,2026-06-03T17:57:51+00:00
trackb_cont_BURL_20260603,,,,,,329.76001,317.934998,,,,,,-3.3485,pending,,2026-06-03T17:57:51+00:00
