signal_id,signal_date,signal_type,ticker,sector,industry,market_cap_b,spot_price_at_signal,direction,trend,conviction,side,primary_target,primary_date,range_low,range_high,range_date_earliest,range_date_latest,top3_concentration_pct,total_candidate_premium,avg_days_oi_increases,in_industry_handoff,in_top50,macro_regime,lookback_window
20260614_INTC_sun_call_14d,2026-06-14,sunday,INTC,Technology,Semiconductors,0.001,125.39,BULLISH,HOLDING,LOW,call,120.0,2026-07-17,65.0,120.0,2026-07-17,2026-08-21,36.19,250767911.0,0.0,False,True,TRANSITIONAL,14
20260614_INTC_sun_call_30d,2026-06-14,sunday,INTC,Technology,Semiconductors,0.001,125.39,BULLISH,HOLDING,LOW,call,120.0,2026-07-17,65.0,120.0,2026-07-17,2026-07-17,29.27,362492466.0,0.0,False,True,TRANSITIONAL,30
20260614_INTC_sun_call_60d,2026-06-14,sunday,INTC,Technology,Semiconductors,0.001,125.39,BULLISH,HOLDING,LOW,call,120.0,2026-07-17,65.0,120.0,2026-07-17,2026-08-21,27.63,533032543.5,0.0,False,True,TRANSITIONAL,60
20260614_PLTR_sun_call_14d,2026-06-14,sunday,PLTR,Technology,Software - Infrastructure,0.0,128.2192,BALANCED,HOLDING,LOW,call,140.0,2026-08-21,140.0,150.0,2026-07-17,2026-08-21,51.91,58490837.0,0.0,False,True,TRANSITIONAL,14
20260614_PLTR_sun_call_30d,2026-06-14,sunday,PLTR,Technology,Software - Infrastructure,0.0,128.2192,BALANCED,HOLDING,LOW,call,150.0,2026-07-17,140.0,150.0,2026-07-17,2026-08-21,52.44,127940481.5,0.0,False,True,TRANSITIONAL,30
20260614_PLTR_sun_call_60d,2026-06-14,sunday,PLTR,Technology,Software - Infrastructure,0.0,128.2192,BALANCED,HOLDING,LOW,call,150.0,2026-07-17,140.0,150.0,2026-07-17,2026-08-21,52.35,196277218.6,0.0,False,True,TRANSITIONAL,60
20260614_PLTR_sun_put_14d,2026-06-14,sunday,PLTR,Technology,Software - Infrastructure,0.0,128.2192,BALANCED,HOLDING,LOW,put,140.0,2026-07-17,130.0,140.0,2026-07-17,2026-07-17,37.88,27365225.5,0.0,False,True,TRANSITIONAL,14
20260614_PLTR_sun_put_30d,2026-06-14,sunday,PLTR,Technology,Software - Infrastructure,0.0,128.2192,BALANCED,HOLDING,LOW,put,140.0,2026-07-17,130.0,140.0,2026-07-17,2026-07-17,37.89,46159513.0,0.0,False,True,TRANSITIONAL,30
20260614_PLTR_sun_put_60d,2026-06-14,sunday,PLTR,Technology,Software - Infrastructure,0.0,128.2192,BALANCED,HOLDING,LOW,put,135.0,2026-07-17,130.0,140.0,2026-07-17,2026-07-17,42.34,90986731.0,0.0,False,True,TRANSITIONAL,60
20260621_NVDA_sun_call_14d,2026-06-21,sunday,NVDA,Technology,Semiconductors,0.005,210.33,BULLISH,HOLDING,LOW,call,200.0,2026-09-18,200.0,220.0,2026-07-17,2026-09-18,29.85,304101964.5,0.33,True,True,TRANSITIONAL,14
20260621_NVDA_sun_call_30d,2026-06-21,sunday,NVDA,Technology,Semiconductors,0.005,210.33,BULLISH,HOLDING,LOW,call,220.0,2026-07-17,200.0,220.0,2026-07-17,2026-09-18,30.7,657903058.0,0.33,True,True,TRANSITIONAL,30
20260621_NVDA_sun_call_60d,2026-06-21,sunday,NVDA,Technology,Semiconductors,0.005,210.33,BULLISH,HOLDING,LOW,call,200.0,2026-07-17,200.0,220.0,2026-07-17,2026-07-17,28.94,1410636029.0,0.33,True,True,TRANSITIONAL,60
20260621_AAPL_sun_call_14d,2026-06-21,sunday,AAPL,Technology,Consumer Electronics,0.004,297.21,BULLISH,HOLDING,LOW,call,260.0,2026-07-17,260.0,310.0,2026-07-17,2026-07-17,42.86,96419960.0,0.67,False,True,TRANSITIONAL,14
20260621_AAPL_sun_call_30d,2026-06-21,sunday,AAPL,Technology,Consumer Electronics,0.004,297.21,BULLISH,HOLDING,LOW,call,310.0,2026-07-17,260.0,310.0,2026-07-17,2026-07-17,42.21,225179000.0,0.67,False,True,TRANSITIONAL,30
20260621_AAPL_sun_call_60d,2026-06-21,sunday,AAPL,Technology,Consumer Electronics,0.004,297.21,BULLISH,HOLDING,LOW,call,310.0,2026-07-17,295.0,310.0,2026-07-17,2026-07-17,42.77,438276051.0,0.67,False,True,TRANSITIONAL,60
20260621_INTC_sun_call_14d,2026-06-21,sunday,INTC,Technology,Semiconductors,0.001,134.16,BULLISH,HOLDING,LOW,call,90.0,2026-07-17,90.0,150.0,2026-07-17,2026-07-17,36.87,270266064.0,0.67,True,True,TRANSITIONAL,14
20260621_INTC_sun_call_30d,2026-06-21,sunday,INTC,Technology,Semiconductors,0.001,134.16,BULLISH,HOLDING,LOW,call,90.0,2026-07-17,90.0,150.0,2026-07-17,2026-07-17,32.97,413155270.0,0.67,True,True,TRANSITIONAL,30
20260621_INTC_sun_call_60d,2026-06-21,sunday,INTC,Technology,Semiconductors,0.001,134.16,BULLISH,HOLDING,LOW,call,90.0,2026-07-17,90.0,150.0,2026-07-17,2026-07-17,24.83,709835443.0,0.67,True,True,TRANSITIONAL,60
20260621_PLTR_sun_call_14d,2026-06-21,sunday,PLTR,Technology,Software - Infrastructure,0.0,128.63,BULLISH,HOLDING,MODERATE,call,35.0,2026-08-21,35.0,140.0,2026-08-21,2026-09-18,75.32,134534685.5,0.33,False,True,TRANSITIONAL,14
20260621_PLTR_sun_call_30d,2026-06-21,sunday,PLTR,Technology,Software - Infrastructure,0.0,128.63,BULLISH,HOLDING,LOW,call,35.0,2026-08-21,35.0,150.0,2026-07-17,2026-08-21,56.82,212321518.0,1.33,False,True,TRANSITIONAL,30
20260621_PLTR_sun_call_60d,2026-06-21,sunday,PLTR,Technology,Software - Infrastructure,0.0,128.63,BULLISH,HOLDING,LOW,call,35.0,2026-08-21,35.0,150.0,2026-07-17,2026-08-21,49.99,292544538.0,1.33,False,True,TRANSITIONAL,60
20260621_GPI_sun_call_14d,2026-06-21,sunday,GPI,Consumer Cyclical,Auto & Truck Dealerships,0.0,313.16,LEAN BULLISH,HOLDING,LOW,call,300.0,2026-07-17,300.0,300.0,2026-07-17,2026-07-17,100.0,2085.0,0.0,False,False,TRANSITIONAL,14
20260621_GPI_sun_call_30d,2026-06-21,sunday,GPI,Consumer Cyclical,Auto & Truck Dealerships,0.0,313.16,LEAN BULLISH,HOLDING,LOW,call,300.0,2026-07-17,300.0,400.0,2026-07-17,2026-07-17,100.0,3101.67,0.0,False,False,TRANSITIONAL,30
20260621_GPI_sun_call_60d,2026-06-21,sunday,GPI,Consumer Cyclical,Auto & Truck Dealerships,0.0,313.16,LEAN BULLISH,HOLDING,LOW,call,400.0,2026-07-17,300.0,400.0,2026-07-17,2026-07-17,100.0,9096.67,0.0,False,False,TRANSITIONAL,60
